path,type,size_bytes,category,component,purpose,runtime_impact,source_of_truth,last_commit,status,recommendation,sha256,snapshot_sha
offline-deploy/k8s/vllm-14b/deployment.yaml,.yaml,1446,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,fdd92680a6bb7859e5c7df3b552c3a3331f234f03cbd05d76ee1c041208193f5,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/k8s/vllm-32b/deployment.yaml,.yaml,1525,configuration,offline-deploy,Kubernetes Deployment for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,cf4f23a09dd0cceb8eb9d3ee3d086d9e6c7b3e0a71bd760b87dc638e0fd11daf,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/README.md,.md,1694,other,offline-deploy,Project overview and entry point documentation,NO,NO,4db8ddaf7cb2,Historical,REVIEW,19f82124f5871c85b07ea08045f449e436c59d1c31c9ade7a6d443db943e5ffd,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/docker/images.txt,.txt,186,text,offline-deploy,Text data for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,9df5faf518b44e609be0e752fcc0215260c8476984b7ca9eaa47702746672ec4,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/docker/load.sh,.sh,686,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,661b47e9116a8485071500fab99310f943961a09b7ab206928a563ff737ef99e,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/docker/save.sh,.sh,1066,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,7033a7ad69004c5137954e630b7faa8fb642faf674871744138a350cb246cf89,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/models/model-list.txt,.txt,1142,text,offline-deploy,Text data for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,1d32ea81caa4cc9d69ce1aebfb2aa233f1d9b1d0aa63bc28c1270eb44f032f33,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/models/transfer.sh,.sh,1149,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,b800e47b265a33227e875ae72b72b1c5833036a9f5519959c7ef713dee3150be,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/npm/install.sh,.sh,544,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,3fbc78998723e60735005bf4d412a180c9d5d06c90e4c4631e3f549a596b2c98,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/pip/download.sh,.sh,332,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,ac106b6692cf57842fe5a178a131b1cd6d9642d1f3160757043514bb5f2af1c6,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/pip/install.sh,.sh,543,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,1d2eff085fafd7452b393533814867c43c9417a651a872da96ba79da8c655916,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/offline/pip/requirements.txt,.txt,129,text,offline-deploy,Text data for offline-deploy,NO,PARTIAL,4db8ddaf7cb2,Historical,REVIEW,e3d037548c87ca98ff8aa8b23de54db38a2c91e9c5b2049d928d67c524d7fc36,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/backup.sh,.sh,1030,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,1489d4e209d65e2198bc024ade6c374168c1128777491405d3e43c521b3a796e,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/collect-logs.sh,.sh,739,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,51287b68f53496b0575e990b823ff5abce5597ddc6eac3c5a68edeb36f5d9c13,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/create-admin.sh,.sh,1019,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,0e881cd0fc48f423eb59ef2c0f6b4715dc7b810037524cde090c314026469d52,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/health-check.sh,.sh,2906,script,offline-deploy,Shell script for offline-deploy,NO,NO,6434ae8ba68e,Historical,REVIEW,a11de28979005170eb91be5086b7449652cd6943cd22ed6cb6688872ee4f54fc,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/restore.sh,.sh,954,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,3e199122de3ed26990184a98ed4d1331a5f143cb7750f19b31d457e4cbf6f708,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/rotate-keys.sh,.sh,700,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,7ce62b9680dc54964cccc4e7af896fe2c9b7a7f9d56151f92c7da9be3a318fe6,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/scripts/seed-data.sql,.sql,1245,database,offline-deploy,SQL migration or seed script,NO,NO,4db8ddaf7cb2,Historical,REVIEW,6aa137d8dc8877554ace8f5243d644c9629f14dd95b104e624b0fbde7fa077c4,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/tests/01-smoke.sh,.sh,770,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,a2d653b97459ce719742b596baa938ec03f5fdb18312b6be931dbc8e4302ee31,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/tests/02-api.sh,.sh,898,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,01727ddcede4685a94d9b1904fadcd2a3978cb712e6db29be42cca5c9981eac1,bc3475b84a3d266f992046db125c65ed60506bd0
offline-deploy/tests/03-security.sh,.sh,1006,script,offline-deploy,Shell script for offline-deploy,NO,NO,4db8ddaf7cb2,Historical,REVIEW,ccd731879aa8fe75f1a285fbf84848b3595113b9c88e66d3b59ef4b9b6484607,bc3475b84a3d266f992046db125c65ed60506bd0
plan.md,.md,5949,other,root-other,Purpose requires manual classification for root-other,NO,NO,def6cea0b86d,Active,KEEP,a5934e2f94571682cae4e389ecc8cda9034776866e499fee0da3f1d18e507077,bc3475b84a3d266f992046db125c65ed60506bd0
portal/.env.example,.example,749,configuration,portal-legacy,Purpose requires manual classification for portal-legacy,NO,NO,48984a562bcc,Historical,REVIEW,c4ed2bd810fc114a1458e1bd16963ecc1ed9ede3750d98954df3bc9071e90758,bc3475b84a3d266f992046db125c65ed60506bd0
portal/Dockerfile,(none),217,container,portal-legacy,Container image build for portal-legacy,NO,PARTIAL,20202fc57ab6,Historical,REVIEW,182d0770e77849b7c9cd3c9524bf723b71d337bff29670c6a816aa0ab634cfe1,bc3475b84a3d266f992046db125c65ed60506bd0
portal/api-gateway.ts,.ts,6495,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,164c7d968738,Historical,REVIEW,c81a7aa827b6a0aac99b2ae74c95bb79833d4092acfaf1bd4f0c9b356a550005,bc3475b84a3d266f992046db125c65ed60506bd0
portal/bff/Dockerfile,(none),344,container,portal-legacy,Container image build for portal-legacy,NO,PARTIAL,2f86b0690a72,Historical,REVIEW,b84e6cbb6f13a6dd8dcc733cbcb61b1ce54efa92d298230ad5df4f5d0340af1a,bc3475b84a3d266f992046db125c65ed60506bd0
portal/bff/package.json,.json,487,configuration,portal-legacy,npm package manifest,NO,NO,aabebb432a2e,Historical,REVIEW,c94591b7be664b70343d3a8a9647ded66d7d0e39afc95f0f0ee6a8c5f0c2a433,bc3475b84a3d266f992046db125c65ed60506bd0
portal/bff/src/server.ts,.ts,4387,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,48984a562bcc,Historical,REVIEW,af2a552529324cc1aea4d0bb1379b78feee4c0dc9a6892e38495556926885a76,bc3475b84a3d266f992046db125c65ed60506bd0
portal/bff/tsconfig.json,.json,303,configuration,portal-legacy,JSON data for portal-legacy,NO,NO,2f86b0690a72,Historical,REVIEW,32f4e29882fee6600be9b8b47435d69501fa7dbdec119c8c0294568a12f18f3e,bc3475b84a3d266f992046db125c65ed60506bd0
portal/db/init.sql,.sql,1270,database,portal-legacy,SQL migration or seed script,NO,NO,2f86b0690a72,Historical,REVIEW,4297c5e70749e8110e5bf8c2c15adab6fe845b398184f1e9bdde579bc427d056,bc3475b84a3d266f992046db125c65ed60506bd0
portal/delegation-private.pem,.pem,1704,crypto-key,portal-legacy,Public/private key (cryptographic material),NO,NO,d20862142eab,Historical,REVIEW,32f033dc1e9b5eba1125d931dc6f9961915a46a37e5777ab8d03df4500a98582,bc3475b84a3d266f992046db125c65ed60506bd0
portal/delegation/private.pem,.pem,1704,crypto-key,portal-legacy,Public/private key (cryptographic material),NO,NO,d20862142eab,Historical,REVIEW,32f033dc1e9b5eba1125d931dc6f9961915a46a37e5777ab8d03df4500a98582,bc3475b84a3d266f992046db125c65ed60506bd0
portal/delegation/public.pem,.pem,451,crypto-key,portal-legacy,Public/private key (cryptographic material),NO,NO,1d1d10de7be6,Historical,REVIEW,d33971e9d89b8c92dabdcc860151724444a0de4c50f6f0beeb849b59973d662c,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/api-gateway.js,.js,13548,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,bad3b543196c,Historical,REVIEW,cace26f1567721e83545850dfe5e0b014cfe0b2f301813c9bcf53ddf9c7fafc1,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/index.html,.html,78955,source-code,portal-legacy,HTML page for portal-legacy,NO,NO,1d1d10de7be6,Historical,REVIEW,71b6f9cd223b92b37448878722918a6065b3cd1c80b4ebee3bf2e64700ebe151,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/ldap.js,.js,11369,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,3964296417f1,Historical,REVIEW,edc5d77e53d454b2efed433b55c147af287d29d86bffb3ae55190a88a2b2b5f6,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/policies.js,.js,12581,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,d20862142eab,Historical,REVIEW,1bd7b683f334ca6c5438245b1c9a922c4bfc00f44261d737a75ced119e94b38d,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/security.js,.js,4398,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,80c287207a5e,Historical,REVIEW,72d186840557f52edb0842e0d1824c605ba245d339c680325abc509ece214d99,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/server.js,.js,143223,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,3964296417f1,Historical,REVIEW,d3108940187879f0757c9c51842938ed75b62c09cfb38353c836ac6671f9c75a,bc3475b84a3d266f992046db125c65ed60506bd0
portal/dist/server.js.bak,.bak,95382,other,portal-legacy,Purpose requires manual classification for portal-legacy,NO,NO,1d1d10de7be6,Historical,REVIEW,de97269a73ab90ce0caf03a036b4e8817acdcf6eadda335191b1b1422d56b46a,bc3475b84a3d266f992046db125c65ed60506bd0
portal/docker-compose.yaml,.yaml,1067,configuration,portal-legacy,Kubernetes desired-state manifest for portal-legacy,NO,NO,008e63808f01,Historical,REVIEW,92cdd58363b394da8a75abab30219aacc28101b3676dacd08be81f5d90dd3fad,bc3475b84a3d266f992046db125c65ed60506bd0
portal/docker-compose.yml,.yml,1775,configuration,portal-legacy,Kubernetes desired-state manifest for portal-legacy,NO,NO,48984a562bcc,Historical,REVIEW,f6a434e8fd43c85c20b4840b42f69af3084d5025cbbb70b70f5c03a4a10eade3,bc3475b84a3d266f992046db125c65ed60506bd0
portal/ldap.ts,.ts,6270,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,1c0cac9a2fe3,Historical,REVIEW,041c9a94566a75c965d7c556a6e9617fb01cc38dc3a18bd134a89241284e4b35,bc3475b84a3d266f992046db125c65ed60506bd0
portal/nginx.conf,.conf,2561,configuration,portal-legacy,nginx configuration for portal-legacy,NO,NO,d20862142eab,Historical,REVIEW,99a4ca32359e1f4397e3f862a019558d7bfa9af0273bbbaafd0b17a22795e279,bc3475b84a3d266f992046db125c65ed60506bd0
portal/nginx/default.conf,.conf,915,configuration,portal-legacy,nginx configuration for portal-legacy,NO,NO,aabebb432a2e,Historical,REVIEW,7972faab7df0b748d86d06a3503ca9d8098f122b023c1bb959b397238f732e03,bc3475b84a3d266f992046db125c65ed60506bd0
portal/package-lock.json,.json,45840,configuration,portal-legacy,npm package manifest,NO,NO,1c0cac9a2fe3,Historical,REVIEW,47ef73c10f492f68f55b5188b2153ea53922f1ff582ecacb4268e5299cd505dd,bc3475b84a3d266f992046db125c65ed60506bd0
portal/package.json,.json,472,configuration,portal-legacy,npm package manifest,NO,NO,1c0cac9a2fe3,Historical,REVIEW,6112082b0f4c87acd548c284c199d16f26cc20a514f6397a28ba65258b009980,bc3475b84a3d266f992046db125c65ed60506bd0
portal/policies.ts,.ts,8779,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,54bf13c1d507,Historical,REVIEW,803d92fc5e6d0a56f9bbe6dfdab812035d741d18d06158cf8f1a34b651025805,bc3475b84a3d266f992046db125c65ed60506bd0
portal/portal/public.pem,.pem,451,crypto-key,portal-legacy,Public/private key (cryptographic material),NO,NO,d20862142eab,Historical,REVIEW,6fdd3682a3b1bc759f0f5e2462c1429f8fef56c4aa18ebf8926269c3a5d6acc8,bc3475b84a3d266f992046db125c65ed60506bd0
portal/security.ts,.ts,4290,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,80c287207a5e,Historical,REVIEW,e39b461517f54b35076f498facffad4c5173034f0a6cdc861e4e33c2d58d9146,bc3475b84a3d266f992046db125c65ed60506bd0
portal/server.js,.js,90762,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,48984a562bcc,Historical,REVIEW,388cdd46abc2317aea004511bb218387b3281c1d1771877b36a28ca1c2bb59da,bc3475b84a3d266f992046db125c65ed60506bd0
portal/server.ts,.ts,65229,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,48984a562bcc,Historical,REVIEW,03b428d7586f36e518905c909e81e3c53a019fb9393cdd4150d0c50f1e964f0e,bc3475b84a3d266f992046db125c65ed60506bd0
portal/static/admin.html,.html,37095,source-code,portal-legacy,HTML page for portal-legacy,NO,NO,3964296417f1,Historical,REVIEW,ce67e3b0882a675f3cc63a7dd227dce554e6883905137a010fa6c28daf448d65,bc3475b84a3d266f992046db125c65ed60506bd0
portal/static/hljs/atom-one-dark.min.css,.css,856,source-code,portal-legacy,CSS stylesheet for portal-legacy,NO,NO,49ef0a246940,Historical,REVIEW,4237ffca7ce6aadb438c457e0a675b125c534bbdda5b87f41f3a1495603bcc9b,bc3475b84a3d266f992046db125c65ed60506bd0
portal/static/hljs/highlight.min.js,.js,121727,source-code,portal-legacy,JavaScript/TypeScript source for portal-legacy,NO,NO,49ef0a246940,Historical,REVIEW,837a6fa5b0c736b52bbde2b2b6190f305da3fc9ed41681db5321507057b5c846,bc3475b84a3d266f992046db125c65ed60506bd0
portal/static/index.html,.html,78955,source-code,portal-legacy,HTML page for portal-legacy,NO,NO,d20862142eab,Historical,REVIEW,71b6f9cd223b92b37448878722918a6065b3cd1c80b4ebee3bf2e64700ebe151,bc3475b84a3d266f992046db125c65ed60506bd0
portal/tsconfig.json,.json,364,configuration,portal-legacy,JSON data for portal-legacy,NO,NO,10ca6eb4c41f,Historical,REVIEW,2a37eedef7529854aa663dfcd40e01e53cfcdd42564379eedd7ba14492af65b6,bc3475b84a3d266f992046db125c65ed60506bd0
references/TR1-Aither-architecture.md,.md,175014,other,references,Purpose requires manual classification for references,NO,NO,5836f0c2e687,Historical,REVIEW,646e05aae5e2b00f194601293b54f6ae335d77427693f52fc71dbae1a4fd2c64,bc3475b84a3d266f992046db125c65ed60506bd0
references/TR2-Portal-Aither-v6.md,.md,94912,other,references,Purpose requires manual classification for references,NO,NO,5836f0c2e687,Historical,REVIEW,53d8a45be077d48d412847012ea34cd723ffec7742631f854074cdcd75193488,bc3475b84a3d266f992046db125c65ed60506bd0
references/bmc-admin-rights-guide.md,.md,3929,other,references,Purpose requires manual classification for references,NO,NO,00e21edbf1b7,Historical,REVIEW,b438837d8e56a5162dbf98350a572ba9f716c66697513b49cd20934172d86401,bc3475b84a3d266f992046db125c65ed60506bd0
references/k3s-vs-k8s-analysis.md,.md,3022,other,references,Purpose requires manual classification for references,NO,NO,f806b93be467,Historical,REVIEW,ae9cf398bc67f12f8b53d975b9262b283112c1b48394a9bbd2a9e5befa80d210,bc3475b84a3d266f992046db125c65ed60506bd0
references/k8s-vs-k3s.md,.md,1171,other,references,Purpose requires manual classification for references,NO,NO,5e114cb13b12,Historical,REVIEW,5fb0e422f2b0be7635f3a9bf37c0d36ce9317f19f708bf730d29a81d343fad95,bc3475b84a3d266f992046db125c65ed60506bd0
references/openbmc-admin-guide.md,.md,6112,other,references,Purpose requires manual classification for references,NO,NO,40eae27acb7c,Historical,REVIEW,1fcbb969f2d339dcd14c055e407c2dea9013bfef4cd5eeaf6c4f33aea16fd16b,bc3475b84a3d266f992046db125c65ed60506bd0
references/redos-version-analysis.md,.md,1894,other,references,Purpose requires manual classification for references,NO,NO,5836f0c2e687,Historical,REVIEW,c5ebf8bd6941389576c4f2beae28ef2f2840375904a83bb46a178baf586116f1,bc3475b84a3d266f992046db125c65ed60506bd0
references/single-node-adaptation.md,.md,8304,other,references,Purpose requires manual classification for references,NO,NO,89d5caaa3c3f,Historical,REVIEW,f505e6f2c6df01bb3c173d4b1d42d9aca89210c270671ae79d425bfa0406ae67,bc3475b84a3d266f992046db125c65ed60506bd0
references/tr-gap-analysis.md,.md,5216,other,references,Purpose requires manual classification for references,NO,NO,90351261345a,Historical,REVIEW,33a4e88502e79b73f97f8a1e92fb43050a9dfc533536ceee4c34aa2a6f4a4c8f,bc3475b84a3d266f992046db125c65ed60506bd0
references/yadro-lab-readme.md,.md,2150,other,references,Purpose requires manual classification for references,NO,NO,211ee3f5f1a9,Historical,REVIEW,331f9504dd9452f252d339e0cbdf76f6431a386887c179812d5dab2e02be7314,bc3475b84a3d266f992046db125c65ed60506bd0
roadmap.md,.md,4033,other,root-other,Purpose requires manual classification for root-other,NO,NO,b794ebe1113b,Active,KEEP,582790219d4e970597a1aa3e532055a684b35ac04ab69f9821380d2682969ca7,bc3475b84a3d266f992046db125c65ed60506bd0
scripts/deploy.sh,.sh,3556,script,root-other,Shell script for root-other,NO,NO,3b212dde6c2c,Active,KEEP,e6a672aac2c39f64a7699e7d50dcbf975d8b5d463ca4f19a90495b948e82be85,bc3475b84a3d266f992046db125c65ed60506bd0
scripts/health-check.sh,.sh,2083,script,root-other,Shell script for root-other,NO,NO,3a820a7e2f7c,Active,KEEP,d962e93a3e06626ed5cb1271ca9eec9e3c720a36f21b3130fc3874e43c2801d0,bc3475b84a3d266f992046db125c65ed60506bd0
scripts/ks-node01.cfg,.cfg,4669,configuration,root-other,System configuration file,YES,YES,73e0208f0f48,Active,KEEP,402c5030cd85824252429780115ea87e5e635406b952635a5729756e11d89ec7,bc3475b84a3d266f992046db125c65ed60506bd0
scripts/ks-node02.cfg,.cfg,4669,configuration,root-other,System configuration file,YES,YES,73e0208f0f48,Active,KEEP,5b34b5957801fc4fa0efcf24272ed6cfc6b39f1d659d4dfc5f5beba2d7a26753,bc3475b84a3d266f992046db125c65ed60506bd0
scripts/mount-iso-deploy.sh,.sh,2639,script,root-other,Shell script for root-other,NO,NO,85d0a3c5bf2f,Active,KEEP,7b4fe5855c54ff5573e741252f5626d8b4bea574a528eddc4d7ee427b1463777,bc3475b84a3d266f992046db125c65ed60506bd0
scripts/portal-security-check.sh,.sh,3900,script,root-other,Shell script for root-other,NO,NO,358318a7b588,Active,KEEP,1c32cc03d3cfe983138a82957b3a22815b16628a456aaa37a15a1bdd890121c3,bc3475b84a3d266f992046db125c65ed60506bd0
status.md,.md,8375,other,root-other,Purpose requires manual classification for root-other,NO,NO,1d202ceafb72,Active,KEEP,3b88988c9e9157f347865062a75827890559fc12138787392914c463d01f8667,bc3475b84a3d266f992046db125c65ed60506bd0
tr-status.md,.md,6338,other,root-other,Purpose requires manual classification for root-other,NO,NO,30f1b7e5a9b0,Active,KEEP,4f16ca03019ba51e2bb05c64dddfce2008b1d847a75d0581f0eb558724070907,bc3475b84a3d266f992046db125c65ed60506bd0
wiki/SCHEMA.md,.md,1836,other,wiki,Purpose requires manual classification for wiki,NO,NO,34fabe97ce01,Historical,REVIEW,82be2fbb7122c5501004018545af1f610888ead1a31d6e0e14a691139d7c3f1b,bc3475b84a3d266f992046db125c65ed60506bd0
wiki/concepts/llm-wiki.md,.md,2064,other,wiki,Purpose requires manual classification for wiki,NO,NO,34fabe97ce01,Historical,REVIEW,0607168fd8a11fbc38bfb97de66a42d90ed72f2740040f41eefe0ef901cdb5e3,bc3475b84a3d266f992046db125c65ed60506bd0
wiki/concepts/multi-tenant-architecture.md,.md,1608,other,wiki,Purpose requires manual classification for wiki,NO,NO,34fabe97ce01,Historical,REVIEW,438aaddb5768105773c26db243dab2a80124a0db2bfaaaa6395fa0ef4a352ce1,bc3475b84a3d266f992046db125c65ed60506bd0
wiki/entities/ai-gateway.md,.md,2146,other,wiki,Purpose requires manual classification for wiki,NO,NO,34fabe97ce01,Historical,REVIEW,fb5c7b041a380a4225a4af0b09968568c41b1028355f8dd928ee49034312851f,bc3475b84a3d266f992046db125c65ed60506bd0
wiki/entities/chromadb.md,.md,1456,other,wiki,Purpose requires manual classification for wiki,NO,NO,34fabe97ce01,Historical,REVIEW,4e2586354e248a6cedd45e736055e7bdf5479d2eda7e7386dd84781d5b71d990,bc3475b84a3d266f992046db125c65ed60506bd0
wiki/entities/security-egress.md,.md,1422,other,wiki,Purpose requires manual classification for wiki,NO,NO,34fabe97ce01,Historical,REVIEW,61ffe40e841eda51f5c522d8f71f6ff905c0190748ef4e28a3092b9e8d4fd07f,bc3475b84a3d266f992046db125c65ed60506bd0
